Wavelength,50uM DMAP only,50uM Ebs only,25uM DMAP,50uM DMAP,75uM DMAP,100uM DMAP,200uM DMAP,300uM DMAP,400uM DMAP,500uM DMAP,600uM DMAP
642.94,0,0,0,0,0,0,0,0,0,0,0
643.3,0,0,0,0,0,0,0,0,0,0,0
643.66,0,0,0,0,0,0,0,0,0,0,0
644.02,0,0,0,0,0,0,0,0,0,0,0
644.38,0,0,0,0,0,0,0,0,0,0,0
644.74,0,0,0,0,0,0,0,0,0,0,0
645.1,0,0,0,0,0,0,0,0,0,0,0
645.46,0,0,0,0,0,0,0,0,0,0,0
645.82,0,0,0,0,0,0,0,0,0,0,0
646.18,0,0,0,0,0,0,0,0,0,0,0
646.54,0,0,0,0,0,0,0,0,0,0,0
646.9,0,0,0,0,0,0,0,0,0,0,0
647.26,0,0,0,0,0,0,0,0,0,0,0
647.62,0,0,0,0,0,0,0,0,0,0,0
647.98,0,0,0,0,0,0,0,0,0,0,0
648.34,0,0,0,0,0,0,0,0,0,0,0
648.7,0,0,0,0,0,0,0,0,0,0,0
649.07,0,0,0,0,0,0,0,0,0,0,0
649.43,0,0,0,0,0,0,0,0,0,0,0
649.79,0,0,0,0,0,0,0,0,0,0,0
650.15,0,0,0,0,0,0,0,0,0,0,0
650.51,0,0,0,0,0,0,0,0,0,0,0
650.87,0,0,0,0,0,0,0,0,0,0,0
651.23,0,0,0,0,0,0,0,0,0,0,0
651.59,0,0,0,0,0,0,0,0,0,0,0
651.94,0,0,0,0,0,0,0,0,0,0,0
652.3,0,0,0,0,0,0,0,0,0,0,0
652.66,0,0,0,0,0,0,0,0,0,0,0
653.02,0,0,0,0,0,0,0,0,0,0,0
653.38,0,0,0,0,0,0,0,0,0,0,0
653.74,0,0,0,0,0,0,0,0,0,0,0
654.1,0,0,0,0,0,0,0,0,0,0,0
654.46,0,0,0,0,0,0,0,0,0,0,0
654.82,0,0,0,0,0,0,0,0,0,0,0
655.18,0,0,0,0,0,0,0,0,0,0,0
655.54,0,0,0,0,0,0,0,0,0,0,0
655.9,0,0,0,0,0,0,0,0,0,0,0
656.26,0,0,0,0,0,0,0,0,0,0,0
656.62,0,0,0,0,0,0,0,0,0,0,0
656.98,0,0,0,0,0,0,0,0,0,0,0
657.34,0,0,0,0,0,0,0,0,0,0,0
657.7,0,0,0,0,0,0,0,0,0,0,0
658.05,0,0,0,0,0,0,0,0,0,0,0
658.41,0,0,0,0,0,0,0,0,0,0,0
658.77,0,0,0,0,0,0,0,0,0,0,0
659.13,0,0,0,0,0,0,0,0,0,0,0
659.49,0,0,0,0,0,0,0,0,0,0,0
659.85,0,0,0,0,0,0,0,0,0,0,0
660.21,0,0,0,0,0,0,0,0,0,0,0
660.57,0,0,0,0,0,0,0,0,0,0,0
660.93,0,0,0,0,0,0,0,0,0,0,0
661.28,0,0,0,0,0,0,0,0,0,0,0
661.64,0,0,0,0,0,0,0,0,0,0,0
662,0,0,0,0,0,0,0,0,0,0,0
662.36,0,0,0,0,0,0,0,0,0,0,0
662.72,0,0,0,0,0,0,0,0,0,0,0
663.08,0,0,0,0,0,0,0,0,0,0,0
663.44,0,0,0,0,0,0,0,0,0,0,0
663.79,0,0,0,0,0,0,0,0,0,0,0
664.15,0,0,0,0,0,0,0,0,0,0,0
664.51,0,0,0,0,0,0,0,0,0,0,0
664.87,0,0,0,0,0,0,0,0,0,0,0
665.23,0,0,0,0,0,0,0,0,0,0,0
665.58,0,0,0,0,0,0,0,0,0,0,0
665.94,0,0,0,0,0,0,0,0,0,0,0
666.3,0,0,0,0,0,0,0,0,0,0,0
666.66,0,0,0,0,0,0,0,0,0,0,0
667.02,0,0,0,0,0,0,0,0,0,0,0
667.37,0,0,0,0,0,0,0,0,0,0,0
667.73,0,0,0,0,0,0,0,0,0,0,0
668.09,0,0,0,0,0,0,0,0,0,0,0
668.45,0,0,0,0,0,0,0,0,0,0,0
668.81,0,0,0,0,0,0,0,0,0,0,0
669.16,0,0,0,0,0,0,0,0,0,0,0
669.52,0,0,0,0,0,0,0,0,0,0,0
669.88,0,0,0,0,0,0,0,0,0,0,0
670.24,0,0,0,0,0,0,0,0,0,0,0
670.59,0,0,0,0,0,0,0,0,0,0,0
670.95,0,0,0,0,0,0,0,0,0,0,0
671.31,0,0,0,0,0,0,0,0,0,0,0
671.67,0,0,0,0,0,0,0,0,0,0,0
672.02,0,0,0,0,0,0,0,0,0,0,0
672.38,0,0,0,0,0,0,0,0,0,0,0
672.74,0,0,0,0,0,0,0,0,0,0,0
673.09,0,0,0,0,0,0,0,0,0,0,0
673.45,0,0,0,0,0,0,0,0,0,0,0
673.81,0,0,0,0,0,0,0,0,0,0,0
674.17,0,0,0,0,0,0,0,0,0,0,0
674.52,0,0,0,0,0,0,0,0,0,0,0
674.88,0,0,0,0,0,0,0,0,0,0,0
675.24,0,0,0,0,0,0,0,0,0,0,0
675.59,0,0,0,0,0,0,0,0,0,0,0
675.95,0,0,0,0,0,0,0,0,0,0,0
676.31,0,0,0,0,0,0,0,0,0,0,0
676.66,0,0,0,0,0,0,0,0,0,0,0
677.02,0,0,0,0,0,0,0,0,0,0,0
677.38,0,0,0,0,0,0,0,0,0,0,0
677.73,0,0,0,0,0,0,0,0,0,0,0
678.09,0,0,0,0,0,0,0,0,0,0,0
678.45,0,0,0,0,0,0,0,0,0,0,0
678.8,0,0,0,0,0,0,0,0,0,0,0
679.16,0,0,0,0,0,0,0,0,0,0,0
679.51,0,0,0,0,0,0,0,0,0,0,0
679.87,0,0,0,0,0,0,0,0,0,0,0
680.23,0,0,0,0,0,0,0,0,0,0,0
680.58,0,0,0,0,0,0,0,0,0,0,0
680.94,0,0,0,0,0,0,0,0,0,0,0
681.29,0,0,0,0,0,0,0,0,0,0,0
681.65,0,0,0,0,0,0,0,0,0,0,0
682.01,0,0,0,0,0,0,0,0,0,0,0
682.36,0,0,0,0,0,0,0,0,0,0,0
682.72,0,0,0,0,0,0,0,0,0,0,0
683.07,0,0,0,0,0,0,0,0,0,0,0
683.43,0,0,0,0,0,0,0,0,0,0,0
683.79,0,0,0,0,0,0,0,0,0,0,0
684.14,0,0,0,0,0,0,0,0,0,0,0
684.5,0,0,0,0,0,0,0,0,0,0,0
684.85,0,0,0,0,0,0,0,0,0,0,0
685.21,0,0,0,0,0,0,0,0,0,0,0
685.56,0,0,0,0,0,0,0,0,0,0,0
685.92,0,0,0,0,0,0,0,0,0,0,0
686.27,0,0,0,0,0,0,0,0,0,0,0
686.63,0,0,0,0,0,0,0,0,0,0,0
686.99,0,0,0,0,0,0,0,0,0,0,0
687.34,0,0,0,0,0,0,0,0,0,0,0
687.7,0,0,0,0,0,0,0,0,0,0,0
688.05,0,0,0,0,0,0,0,0,0,0,0
688.41,0,0,0,0,0,0,0,0,0,0,0
688.76,0,0,0,0,0,0,0,0,0,0,0
689.12,0,0,0,0,0,0,0,0,0,0,0
689.47,0,0,0,0,0,0,0,0,0,0,0
689.83,0,0,0,0,0,0,0,0,0,0,0
690.18,0,0,0,0,0,0,0,0,0,0,0
690.54,0,0,0,0,0,0,0,0,0,0,0
690.89,0,0,0,0,0,0,0,0,0,0,0
691.24,0,0,0,0,0,0,0,0,0,0,0
691.6,0,0,0,0,0,0,0,0,0,0,0
691.95,0,0,0,0,0,0,0,0,0,0,0
692.31,0,0,0,0,0,0,0,0,0,0,0
692.66,0,0,0,0,0,0,0,0,0,0,0
693.02,0,0,0,0,0,0,0,0,0,0,0
693.37,0,0,0,0,0,0,0,0,0,0,0
693.73,0,0,0,0,0,0,0,0,0,0,0
694.08,0,0,0,0,0,0,0,0,0,0,0
694.44,0,0,0,0,0,0,0,0,0,0,0
694.79,0,0,0,0,0,0,0,0,0,0,0
695.14,0,0,0,0,0,0,0,0,0,0,0
695.5,0,0,0,0,0,0,0,0,0,0,0
695.85,0,0,0,0,0,0,0,0,0,0,0
696.21,0,0,0,0,0,0,0,0,0,0,0
696.56,0,0,0,0,0,0,0,0,0,0,0
696.91,0,0,0,0,0,0,0,0,0,0,0
697.27,0,0,0,0,0,0,0,0,0,0,0
697.62,0,0,0,0,0,0,0,0,0,0,0
697.98,0,0,0,0,0,0,0,0,0,0,0
698.33,0,0,0,0,0,0,0,0,0,0,0
698.68,0,0,0,0,0,0,0,0,0,0,0
699.04,0,0,0,0,0,0,0,0,0,0,0
699.39,0,0,0,0,0,0,0,0,0,0,0
699.74,0,0,0,0,0,0,0,0,0,0,0
700.1,0,0,0,0,0,0,0,0,0,0,0
700.45,0,0,0,0,0,0,0,0,0,0,0
700.8,0,0,0,0,0,0,0,0,0,0,0
701.16,0,0,0,0,0,0,0,0,0,0,0
701.51,0,0,0,0,0,0,0,0,0,0,0
701.86,0,0,0,0,0,0,0,0,0,0,0
702.22,0,0,0,0,0,0,0,0,0,0,0
702.57,0,0,0,0,0,0,0,0,0,0,0
702.92,0,0,0,0,0,0,0,0,0,0,0
703.28,0,0,0,0,0,0,0,0,0,0,0
703.63,0,0,0,0,0,0,0,0,0,0,0
703.98,0,0,0,0,0,0,0,0,0,0,0
704.34,0,0,0,0,0,0,0,0,0,0,0
704.69,0,0,0,0,0,0,0,0,0,0,0
705.04,0,0,0,0,0,0,0,0,0,0,0
705.39,0,0,0,0,0,0,0,0,0,0,0
705.75,0,0,0,0,0,0,0,0,0,0,0
706.1,0,0,0,0,0,0,0,0,0,0,0
706.45,0,0,0,0,0,0,0,0,0,0,0
706.8,0,0,0,0,0,0,0,0,0,0,0
707.16,0,0,0,0,0,0,0,0,0,0,0
707.51,0,0,0,0,0,0,0,0,0,0,0
707.86,0,0,0,0,0,0,0,0,0,0,0
708.21,0,0,0,0,0,0,0,0,0,0,0
708.57,0,0,0,0,0,0,0,0,0,0,0
708.92,0,0,0,0,0,0,0,0,0,0,0
709.27,0,0,0,0,0,0,0,0,0,0,0
709.62,0,0,0,0,0,0,0,0,0,0,0
709.98,0,0,0,0,0,0,0,0,0,0,0
710.33,0,0,0,0,0,0,0,0,0,0,0
710.68,0,0,0,0,0,0,0,0,0,0,0
711.03,0,0,0,0,0,0,0,0,0,0,0
711.38,0,0,0,0,0,0,0,0,0,0,0
711.74,0,0,0,0,0,0,0,0,0,0,0
712.09,0,0,0,0,0,0,0,0,0,0,0
712.44,0,0,0,0,0,0,0,0,0,0,0
712.79,0,0,0,0,0,0,0,0,0,0,0
713.14,0,0,0,0,0,0,0,0,0,0,0
713.49,0,0,0,0,0,0,0,0,0,0,0
713.85,0,0,0,0,0,0,0,0,0,0,0
714.2,0,0,0,0,0,0,0,0,0,0,0
714.55,0,0,0,0,0,0,0,0,0,0,0
714.9,0,0,0,0,0,0,0,0,0,0,0
715.25,0,0,0,0,0,0,0,0,0,0,0
715.6,0,0,0,0,0,0,0,0,0,0,0
715.95,0,0,0,0,0,0,0,0,0,0,0
716.31,0,0,0,0,0,0,0,0,0,0,0
716.66,0,0,0,0,0,0,0,0,0,0,0
717.01,0,0,0,0,0,0,0,0,0,0,0
717.36,0,0,0,0,0,0,0,0,0,0,0
717.71,0,0,0,0,0,0,0,0,0,0,0
718.06,0,0,0,0,0,0,0,0,0,0,0
718.41,0,0,0.0002,0,0,0,0,0,0,0,0
718.76,0,0,0.0006,0,0,0,0,0,0,0,0
719.11,0,0,0.001,0,0.0001,0,0,0,0,0,0
719.46,0,0,0.0015,0,0.0001,0,0,0,0,0,0
719.81,0,0,0.0022,0,0.0003,0,0,0,0,0,0
720.17,0,0,0.0033,0,0.001,0.0001,0,0,0,0,0
720.52,0,0,0.0043,0,0.0017,0.0001,0.0001,0,0,0,0
720.87,0,0,0.0056,0,0.0027,0.0006,0.0003,0,0,0.0001,0.0003
721.22,0,0,0.0071,0,0.0037,0.001,0.0007,0,0,0.0001,0.0005
721.57,0,0,0.0088,0,0.0048,0.0016,0.0011,0,0,0.0002,0.0008
721.92,0,0,0.0102,0,0.006,0.002,0.0014,0,0,0.0004,0.0012
722.27,0,0,0.012,0,0.0074,0.0027,0.0021,0,0,0.0008,0.0017
722.62,0,0.0002,0.0136,0.0001,0.0089,0.0037,0.0029,0,0,0.0013,0.0024
722.97,0,0.0005,0.0153,0.0003,0.0104,0.0047,0.0036,0,0,0.0018,0.0031
723.32,0,0.0008,0.0167,0.0005,0.0121,0.0056,0.0045,0,0,0.0024,0.0039
723.67,0,0.001,0.018,0.0006,0.0135,0.0065,0.0051,0,0,0.0027,0.0046
724.02,0,0.0013,0.0189,0.0007,0.0145,0.0075,0.006,0,0,0.0034,0.0055
724.37,0,0.0018,0.0202,0.0011,0.0157,0.0086,0.0069,0,0,0.0041,0.0064
724.72,0.0001,0.0024,0.0215,0.0015,0.0168,0.0096,0.008,0,0.0001,0.005,0.0076
725.07,0,0.003,0.0224,0.0022,0.018,0.0105,0.0088,-0.0003,0,0.0055,0.0086
725.42,0.0001,0.0038,0.0236,0.0028,0.019,0.0115,0.0099,-0.0004,0.0002,0.0063,0.0098
725.77,0,0.0044,0.0245,0.0032,0.02,0.0124,0.0109,-0.0007,0.0002,0.0069,0.0105
726.12,-0.0001,0.0051,0.025,0.0037,0.0205,0.0131,0.0115,-0.001,0.0006,0.0073,0.0113
726.47,-0.0003,0.0055,0.0252,0.0042,0.021,0.0133,0.012,-0.0015,0.0007,0.0077,0.0116
726.82,-0.0004,0.0059,0.0257,0.0045,0.0214,0.0137,0.0122,-0.0018,0.0009,0.0083,0.012
727.17,-0.0005,0.0061,0.0263,0.0049,0.0217,0.0141,0.0127,-0.0022,0.0008,0.0086,0.0125
727.52,-0.0005,0.0066,0.0266,0.0054,0.0223,0.0147,0.0132,-0.0026,0.001,0.0092,0.0129
727.87,-0.0003,0.0072,0.0273,0.006,0.023,0.0154,0.0137,-0.0026,0.0014,0.0098,0.0134
728.22,-0.0002,0.0074,0.0274,0.0062,0.0234,0.0158,0.0141,-0.003,0.0016,0.0101,0.0138
728.57,-0.0006,0.0072,0.0275,0.0063,0.0235,0.0158,0.0139,-0.0033,0.0016,0.0102,0.0134
728.92,-0.0007,0.0072,0.0276,0.0062,0.0234,0.0157,0.0137,-0.0033,0.0018,0.0105,0.0131
729.27,-0.0009,0.0069,0.0273,0.006,0.0232,0.0157,0.0135,-0.0037,0.0016,0.0103,0.0128
729.61,-0.0008,0.0071,0.0276,0.0061,0.0234,0.0159,0.0133,-0.0037,0.0017,0.0105,0.013
729.96,-0.0007,0.0071,0.0279,0.006,0.0235,0.016,0.0132,-0.0036,0.0014,0.0106,0.0128
730.31,-0.0006,0.0071,0.0283,0.0057,0.0237,0.0163,0.0131,-0.0036,0.0012,0.0105,0.013
730.66,-0.0003,0.0071,0.0285,0.0058,0.0238,0.0165,0.0134,-0.0036,0.0014,0.0106,0.0132
731.01,-0.0002,0.0072,0.0287,0.0057,0.0241,0.0166,0.0134,-0.0035,0.0016,0.0106,0.0132
731.36,-0.0004,0.0072,0.0292,0.0056,0.0239,0.0167,0.0133,-0.0036,0.0015,0.0107,0.0134
731.71,-0.0008,0.0069,0.029,0.0051,0.0235,0.0161,0.013,-0.0042,0.0012,0.0102,0.0131
732.06,-0.0008,0.0071,0.0292,0.0051,0.0235,0.0162,0.013,-0.0041,0.0012,0.0102,0.0131
732.41,-0.0009,0.0072,0.0291,0.0047,0.0234,0.0159,0.0127,-0.0043,0.0011,0.0096,0.0131
732.76,-0.0008,0.0074,0.0292,0.0048,0.0236,0.0163,0.0129,-0.0043,0.0013,0.0095,0.0135
733.11,-0.0007,0.0076,0.0293,0.0047,0.0238,0.0164,0.0129,-0.0041,0.0015,0.0097,0.0137
733.45,-0.001,0.0074,0.0291,0.0045,0.0235,0.0163,0.0127,-0.0043,0.0015,0.0097,0.0137
733.8,-0.0008,0.0073,0.029,0.0046,0.0237,0.0162,0.0125,-0.0045,0.0015,0.0098,0.0136
734.15,-0.0006,0.0075,0.0292,0.0052,0.0238,0.0163,0.0127,-0.0042,0.002,0.0101,0.0139
734.5,-0.0008,0.0077,0.0294,0.0053,0.024,0.0162,0.0128,-0.0041,0.0022,0.01,0.0139
734.85,-0.0009,0.0076,0.0293,0.0051,0.024,0.0162,0.0127,-0.0041,0.0024,0.01,0.0139
735.2,-0.0008,0.0078,0.0295,0.0053,0.0243,0.0163,0.0129,-0.0039,0.0026,0.0099,0.0137
735.55,-0.0007,0.008,0.0295,0.0055,0.0245,0.0167,0.0133,-0.0036,0.0028,0.0101,0.0136
735.89,-0.0009,0.0078,0.0294,0.0056,0.0244,0.0164,0.0132,-0.0034,0.0027,0.0099,0.0136
736.24,-0.0006,0.0078,0.0295,0.0058,0.0246,0.0165,0.0133,-0.0036,0.003,0.0104,0.0138
736.59,-0.0005,0.0077,0.0296,0.0059,0.0247,0.0163,0.0135,-0.0036,0.0031,0.0106,0.0139
736.94,-0.0005,0.0076,0.0296,0.0064,0.0247,0.0163,0.0135,-0.0035,0.0032,0.0107,0.014
737.29,-0.0005,0.0076,0.0298,0.0065,0.0248,0.0166,0.0137,-0.0035,0.0034,0.0106,0.0139
737.63,-0.0004,0.0078,0.0301,0.0068,0.0248,0.0169,0.0142,-0.0033,0.0038,0.0109,0.0144
737.98,-0.0007,0.0076,0.0299,0.0064,0.0246,0.017,0.0142,-0.0033,0.0037,0.0108,0.0141
738.33,-0.0006,0.0073,0.0297,0.0063,0.0244,0.017,0.0143,-0.0037,0.0034,0.0108,0.0141
738.68,0,0.0079,0.0301,0.0068,0.0247,0.0174,0.0147,-0.0032,0.0036,0.011,0.0146
739.03,0.0001,0.008,0.0302,0.007,0.0249,0.0175,0.0147,-0.0034,0.0038,0.0113,0.015
739.37,0.0005,0.0079,0.0305,0.0072,0.0252,0.0174,0.0149,-0.0033,0.004,0.0115,0.0152
739.72,0.0005,0.0078,0.0306,0.007,0.0254,0.0175,0.0148,-0.0034,0.004,0.0117,0.0154
740.07,0.0008,0.0082,0.031,0.0075,0.0256,0.0181,0.0155,-0.003,0.0043,0.012,0.0156
740.42,0.0007,0.0082,0.031,0.0074,0.0253,0.0182,0.0154,-0.0032,0.0041,0.0119,0.0154
740.77,0.0007,0.008,0.031,0.0071,0.0251,0.018,0.0154,-0.0034,0.0038,0.0117,0.0151
741.11,0.0009,0.0078,0.031,0.0069,0.0249,0.0176,0.0151,-0.0036,0.0036,0.0117,0.0152
741.46,0.0005,0.0079,0.0309,0.0067,0.0248,0.0175,0.0151,-0.0035,0.0033,0.0115,0.0151
741.81,0.0006,0.0081,0.0309,0.0069,0.0249,0.0176,0.0149,-0.0036,0.0032,0.0116,0.0152
742.16,0.0007,0.0086,0.0312,0.007,0.0249,0.0178,0.0151,-0.0033,0.0036,0.0118,0.0152
742.5,0.0007,0.0084,0.0311,0.0069,0.0247,0.018,0.0152,-0.0035,0.0036,0.0119,0.0152
742.85,0.0004,0.0079,0.0307,0.0065,0.0245,0.0178,0.0153,-0.0032,0.0034,0.0117,0.0148
743.2,0,0.0077,0.0305,0.0064,0.024,0.0178,0.0149,-0.0036,0.003,0.0114,0.0146
743.54,0.0003,0.0082,0.0307,0.0065,0.0241,0.0181,0.0153,-0.0034,0.0032,0.0115,0.0149
743.89,0.0001,0.008,0.0303,0.0063,0.0242,0.018,0.0152,-0.0034,0.0029,0.0113,0.0148
744.24,0,0.008,0.0303,0.0062,0.0244,0.0177,0.0154,-0.0033,0.0029,0.0113,0.0148
744.59,-0.0001,0.0083,0.0306,0.0065,0.0247,0.0179,0.0155,-0.0031,0.0032,0.0114,0.015
744.93,-0.0002,0.0086,0.0307,0.0067,0.0252,0.0183,0.016,-0.003,0.0034,0.0116,0.0149
745.28,0.0001,0.0086,0.0306,0.0068,0.0254,0.0183,0.016,-0.0032,0.0035,0.0119,0.0149
745.63,-0.0001,0.0083,0.0305,0.0068,0.0254,0.0181,0.0163,-0.0032,0.0039,0.0117,0.0148
745.97,-0.0003,0.008,0.0305,0.0067,0.0254,0.0181,0.016,-0.0035,0.0035,0.0116,0.0149
746.32,-0.0005,0.0077,0.0302,0.0068,0.0255,0.0177,0.0156,-0.0038,0.0034,0.0117,0.0147
746.67,-0.0004,0.0079,0.0305,0.0068,0.0255,0.0177,0.0156,-0.004,0.0034,0.0116,0.0149
747.01,-0.0001,0.0082,0.0305,0.007,0.026,0.0179,0.0161,-0.0037,0.0036,0.0122,0.0149
747.36,-0.0003,0.0081,0.0305,0.0072,0.0259,0.0179,0.0161,-0.004,0.0036,0.0122,0.0146
747.71,0,0.008,0.0307,0.007,0.0254,0.0181,0.0159,-0.0041,0.0039,0.0122,0.0144
748.05,0.0002,0.0081,0.0311,0.0072,0.0254,0.0183,0.0161,-0.0039,0.0042,0.0124,0.0144
748.4,0.0004,0.0081,0.0311,0.0072,0.0256,0.0184,0.0162,-0.0039,0.0042,0.0127,0.0146
748.75,0.0005,0.0079,0.0311,0.0073,0.0254,0.0183,0.016,-0.0039,0.0042,0.0127,0.0147
749.09,0.0003,0.0076,0.0311,0.0069,0.0251,0.0182,0.0159,-0.004,0.004,0.0124,0.0145
749.44,0.0003,0.0077,0.0309,0.0067,0.0248,0.0178,0.0156,-0.004,0.0035,0.0124,0.0144
749.79,0.0002,0.0077,0.0306,0.0069,0.0248,0.018,0.0157,-0.0037,0.0037,0.0125,0.0141
750.13,0,0.0077,0.0305,0.0064,0.0248,0.0181,0.0157,-0.0038,0.0032,0.0122,0.0141
750.48,-0.0002,0.0077,0.0302,0.0065,0.0245,0.0181,0.0158,-0.0039,0.0033,0.0122,0.0142
750.82,-0.0006,0.0076,0.0304,0.0063,0.0243,0.0178,0.0155,-0.004,0.0032,0.012,0.0144
751.17,-0.0005,0.0077,0.0305,0.0061,0.0243,0.0175,0.0155,-0.0039,0.0033,0.0122,0.0144
751.52,-0.001,0.0076,0.0304,0.0061,0.0245,0.0174,0.0157,-0.0038,0.003,0.0122,0.0145
751.86,-0.0012,0.0076,0.0299,0.0058,0.0245,0.0173,0.0155,-0.004,0.0028,0.0121,0.0144
752.21,-0.0015,0.0075,0.0295,0.0053,0.0242,0.0169,0.0153,-0.0043,0.0028,0.0117,0.0142
752.55,-0.0014,0.0076,0.0297,0.0053,0.0242,0.017,0.0154,-0.0041,0.0029,0.0117,0.0145
752.9,-0.0014,0.0075,0.0296,0.0056,0.0242,0.0171,0.0152,-0.0039,0.003,0.0118,0.0146
753.25,-0.0014,0.0074,0.03,0.0057,0.0244,0.0174,0.0153,-0.0039,0.0029,0.0121,0.0149
753.59,-0.0014,0.0074,0.0303,0.0055,0.0246,0.0172,0.0157,-0.004,0.003,0.0121,0.0149
753.94,-0.0013,0.0076,0.0305,0.0058,0.0246,0.017,0.0156,-0.0037,0.0031,0.0122,0.015
754.28,-0.0011,0.0076,0.0309,0.0058,0.0248,0.0173,0.0154,-0.0036,0.0032,0.0125,0.015
754.63,-0.0009,0.0077,0.0309,0.0058,0.0247,0.0172,0.0154,-0.0034,0.0031,0.0123,0.0148
754.97,-0.0012,0.0073,0.0308,0.0058,0.0245,0.0171,0.015,-0.0034,0.0029,0.012,0.0147
755.32,-0.0012,0.0072,0.0308,0.0058,0.0246,0.0168,0.0147,-0.0038,0.0028,0.0119,0.0145
755.67,-0.0013,0.0073,0.0312,0.006,0.0249,0.0172,0.0148,-0.0037,0.003,0.012,0.0146
756.01,-0.001,0.0074,0.0316,0.0063,0.0254,0.0176,0.0148,-0.0035,0.0031,0.0123,0.0145
756.36,-0.0009,0.0077,0.0317,0.0065,0.0255,0.0178,0.015,-0.0034,0.0032,0.0125,0.0144
756.7,-0.0002,0.008,0.0323,0.0069,0.0261,0.0181,0.0154,-0.003,0.0034,0.0127,0.0149
757.05,-0.0005,0.0083,0.0322,0.0071,0.0263,0.0181,0.0154,-0.0028,0.0035,0.0126,0.0149
757.39,-0.0004,0.0085,0.0323,0.007,0.0265,0.0181,0.0153,-0.0029,0.0036,0.0126,0.0151
757.74,-0.0004,0.0085,0.0324,0.007,0.0267,0.0184,0.0155,-0.003,0.0038,0.0125,0.0152
758.08,-0.0005,0.0084,0.0322,0.0071,0.0269,0.018,0.0157,-0.003,0.0039,0.0126,0.0154
758.43,-0.0003,0.0084,0.0323,0.0071,0.0272,0.0183,0.0153,-0.003,0.004,0.0127,0.0158
758.77,-0.0005,0.0085,0.0322,0.0073,0.0273,0.0185,0.0153,-0.003,0.0039,0.0126,0.0158
759.12,-0.0001,0.0088,0.0324,0.0078,0.0275,0.0189,0.0156,-0.0024,0.0042,0.0131,0.0162
759.46,-0.0001,0.009,0.0326,0.0081,0.0275,0.0189,0.0157,-0.0024,0.0038,0.0129,0.0161
759.81,-0.0002,0.0092,0.0325,0.008,0.0274,0.0187,0.016,-0.0023,0.0037,0.0129,0.0165
760.15,-0.0005,0.0093,0.0323,0.0079,0.0272,0.0185,0.0161,-0.0023,0.0036,0.0128,0.0163
760.49,-0.0007,0.0091,0.0319,0.0075,0.0274,0.0183,0.0162,-0.0027,0.0036,0.0126,0.016
760.84,-0.0001,0.0091,0.0322,0.0078,0.0278,0.0186,0.0169,-0.0027,0.0042,0.0127,0.0162
761.18,-0.0001,0.0089,0.0323,0.0081,0.0279,0.0187,0.017,-0.0026,0.0041,0.0129,0.0162
761.53,-0.0003,0.0086,0.0324,0.0079,0.0275,0.0185,0.0169,-0.0027,0.0041,0.0127,0.0159
761.87,-0.0002,0.0088,0.0326,0.008,0.0274,0.0186,0.017,-0.0027,0.0041,0.0125,0.0159
762.22,-0.0005,0.0088,0.0325,0.0081,0.0274,0.0187,0.0176,-0.003,0.0039,0.0124,0.0157
762.56,-0.0002,0.0088,0.0325,0.0082,0.0278,0.0187,0.0182,-0.0032,0.0041,0.0125,0.016
762.91,-0.0003,0.0083,0.0324,0.0079,0.028,0.0186,0.0181,-0.0034,0.004,0.0122,0.0157
763.25,-0.0003,0.0079,0.0319,0.0075,0.0276,0.018,0.0179,-0.0036,0.0043,0.0121,0.0157
763.59,-0.0005,0.0076,0.032,0.0075,0.0276,0.018,0.0175,-0.0036,0.0044,0.012,0.0154
763.94,-0.0006,0.0071,0.0319,0.0074,0.0275,0.0179,0.0173,-0.0039,0.0046,0.0119,0.0155
764.28,-0.0006,0.007,0.0322,0.0075,0.0274,0.0179,0.0173,-0.0038,0.0048,0.0119,0.0155
764.63,-0.0009,0.0069,0.032,0.0071,0.027,0.0179,0.0167,-0.0038,0.004,0.0119,0.0154
764.97,-0.0009,0.0067,0.0316,0.0066,0.0267,0.0176,0.0165,-0.0041,0.004,0.0117,0.0151
765.31,-0.0006,0.0069,0.0315,0.0066,0.0266,0.0179,0.0166,-0.0041,0.004,0.0117,0.0149
765.66,-0.0004,0.007,0.032,0.0067,0.027,0.0181,0.0167,-0.0039,0.004,0.012,0.0149
766,0,0.0071,0.0322,0.0067,0.027,0.018,0.0165,-0.0036,0.0041,0.0124,0.0149
766.35,0,0.0074,0.0322,0.0065,0.0269,0.018,0.0165,-0.0034,0.0039,0.0125,0.0147
766.69,0.0002,0.0077,0.0324,0.0065,0.0267,0.0181,0.0164,-0.0034,0.004,0.0125,0.0145
767.03,0.0002,0.0076,0.0326,0.0066,0.0266,0.0184,0.0165,-0.0034,0.004,0.0125,0.0146
767.38,0.0005,0.0082,0.0325,0.0069,0.0266,0.0186,0.0169,-0.0034,0.0039,0.0128,0.0147
767.72,0.0005,0.0084,0.0327,0.0069,0.0269,0.0186,0.0169,-0.0033,0.0034,0.0128,0.0149
768.06,0.0004,0.0087,0.0327,0.0067,0.0269,0.0187,0.0168,-0.0031,0.003,0.013,0.0151
768.41,0.0004,0.0088,0.0329,0.007,0.0269,0.0189,0.0169,-0.0029,0.003,0.013,0.0151
768.75,0.0007,0.0092,0.0332,0.0073,0.0269,0.0192,0.0171,-0.0025,0.0032,0.0131,0.0155
769.09,0.0002,0.0093,0.0329,0.0073,0.0268,0.0186,0.0168,-0.0027,0.0026,0.013,0.0153
